"id","code","name","period","xray","parent_id:id"
"hr_job_hazard_1_1_11_6","1.1.11.6.","volframs un tā savienojumi",1,1,"hr_job_hazard_1_1_11"
"hr_job_hazard_1_1_12","1.1.12.","Litijs un tā savienojumi",1,0,"hr_job_hazard_1_1"
"hr_job_hazard_1_1_13","1.1.13.","Mangāns un tā savienojumi",1,1,"hr_job_hazard_1_1"
"hr_job_hazard_1_1_14","1.1.14.","Magnijs un tā savienojumi",1,0,"hr_job_hazard_1_1"
"hr_job_hazard_1_1_15","1.1.15.","Niķelis un tā savienojumi",1,1,"hr_job_hazard_1_1"
"hr_job_hazard_1_1_16","1.1.16.","Platīna grupas metāli, sudrabs, zelts, to savienojumi un sakausējumi",1,1,"hr_job_hazard_1_1"
"hr_job_hazard_1_1_17","1.1.17.","Retzemju elementi: lantāns; cēzijs",1,1,"hr_job_hazard_1_1"
"hr_job_hazard_1_1_18","1.1.18.","Selēns, telūrs un to savienojumi",1,1,"hr_job_hazard_1_1"
"hr_job_hazard_1_1_19","1.1.19.","Sērs un tā savienojumi, tai skaitā sērogleklis",1,1,"hr_job_hazard_1_1"
"hr_job_hazard_1_1_20","1.1.20.","Svins, tā neorganiskie un organiskie savienojumi, tai skaitā tetraetilsvins",1,0,"hr_job_hazard_1_1"
"hr_job_hazard_1_1_21","1.1.21.","Tallijs un tā savienojumi",1,0,"hr_job_hazard_1_1"
"hr_job_hazard_1_1_22","1.1.22.","Varš un tā savienojumi",1,1,"hr_job_hazard_1_1"
"hr_job_hazard_1_2","1.2.","Halogēnu neorganiskie savienojumi",,,"hr_job_hazard_1"
"hr_job_hazard_1_2_1","1.2.1.","Broms un tā savienojumi",1,1,"hr_job_hazard_1_2"
"hr_job_hazard_1_2_2","1.2.2.","Fluors un tā savienojumi",1,1,"hr_job_hazard_1_2"
"hr_job_hazard_1_2_3","1.2.3.","Hlors un tā savienojumi, hloru saturošie maisījumi",1,1,"hr_job_hazard_1_2"
"hr_job_hazard_1_2_4","1.2.4.","Jods un tā savienojumi",1,1,"hr_job_hazard_1_2"
"hr_job_hazard_1_3","1.3.","Ciānsavienojumi",,,"hr_job_hazard_1"
"hr_job_hazard_1_3_1","1.3.1.","Ciānūdeņradis, cianīdi (metālu cianīdi un citi cianīdi), citi ciānsavienojumi",1,0,"hr_job_hazard_1_3"
"hr_job_hazard_1_3_2","1.3.2.","Izocianāti",1,0,"hr_job_hazard_1_3"
"hr_job_hazard_1_4","1.4.","Neorganiskās gāzes",,,"hr_job_hazard_1"
"hr_job_hazard_1_4_1","1.4.1.","Slāpeklis un tā neorganiskie savienojumi, tai skaitā oksīdi, amonjaks.",1,1,"hr_job_hazard_1_4"
"hr_job_hazard_1_4_2","1.4.2.","Fosgēns (COCl2)",1,1,"hr_job_hazard_1_4"
"hr_job_hazard_1_4_3","1.4.3.","Ozons",1,1,"hr_job_hazard_1_4"
"hr_job_hazard_1_4_4","1.4.4.","Oglekļa oksīds",1,0,"hr_job_hazard_1_4"
"hr_job_hazard_1_5","1.5.","Citas elpceļus kairinošās vielas",,,"hr_job_hazard_1"
"hr_job_hazard_1_5_1","1.5.1.","Skābes, tai skaitā sālsskābe, fosforskābe, slāpekļskābe",1,1,"hr_job_hazard_1_5"
"hr_job_hazard_1_5_2","1.5.2.","Hidroksīdi, tai skaitā kālija hidroksīds, nātrija hidroksīds",1,1,"hr_job_hazard_1_5"
"hr_job_hazard_1_5_3","1.5.3.","Ūdeņraža peroksīds",1,0,"hr_job_hazard_1_5"
"hr_job_hazard_1_6","1.6.","Ogļūdeņraži un atvasinātie savienojumi",,,"hr_job_hazard_1"
"hr_job_hazard_1_6_1","1.6.1.","Alifātiskie ogļūdeņraži, tai skaitā metāns, etāns, etēns (etilēns), etīns (acetilēns), propāns, butāns, pentāns, heksāns, heptāns, oktāns, nonāns, dekāns, parafīna vasks un alicikliskie ogļūdeņraži, tai skaitā ciklopropāns, cikloheksāns, terpēni (tai skaitā terpentīns)",1,0,"hr_job_hazard_1_6"
"hr_job_hazard_1_6_2","1.6.2.","Aromātiskie ogļūdenraži",,,"hr_job_hazard_1_6"
"hr_job_hazard_1_6_2_1","1.6.2.1.","benzols",1,0,"hr_job_hazard_1_6_2"
"hr_job_hazard_1_6_2_2","1.6.2.2.","toluols",1,0,"hr_job_hazard_1_6_2"
"hr_job_hazard_1_6_2_3","1.6.2.3.","stirols",1,0,"hr_job_hazard_1_6_2"
"hr_job_hazard_1_6_2_4","1.6.2.4.","citi benzola homologi, tajā skaitā ksilols, etilbenzols, kumols",1,0,"hr_job_hazard_1_6_2"
"hr_job_hazard_1_6_3","1.6.3.","Furāni, to atvasinājumi, tai skaitā furfurols, tetrahidrofurāns",1,0,"hr_job_hazard_1_6"
"hr_job_hazard_1_6_4","1.6.4.","Naftalīns un tā atvasinājumi, tai skaitā hlornaftalīni",1,0,"hr_job_hazard_1_6"
"hr_job_hazard_1_6_5","1.6.5.","Halogēnogļūdeņraži",,,"hr_job_hazard_1_6"
"hr_job_hazard_1_6_5_1","1.6.5.1.","hloroforms, tetrahlorogleklis, dihloretāns",1,0,"hr_job_hazard_1_6_5"
"hr_job_hazard_1_6_5_2","1.6.5.2.","trihloretilēns, tetrahloretilēns",1,0,"hr_job_hazard_1_6_5"
"hr_job_hazard_1_6_5_3","1.6.5.3.","metilēnhlorīds",1,0,"hr_job_hazard_1_6_5"
"hr_job_hazard_1_6_5_4","1.6.5.4.","vinilhlorīds",1,1,"hr_job_hazard_1_6_5"
"hr_job_hazard_1_6_5_5","1.6.5.5.","polihlorinētie bifenili",1,0,"hr_job_hazard_1_6_5"
"hr_job_hazard_1_6_5_6","1.6.5.6.","citi halogēnogļūdeņraži, tai skaitā etilēnhlorīds, metilbromīds, fluoru saturošie ogļūdeņraži — freoni.",1,0,"hr_job_hazard_1_6_5"
"hr_job_hazard_1_6_6","1.6.6.","Nitrosavienojumi un aminosavienojumi",,,"hr_job_hazard_1_6"
"hr_job_hazard_1_6_6_1","1.6.6.1.","Alifātiskie aminosavienojumi, tai skaitā metilamīns, dimetilamīns, trietilamīns, etilēndiamīns, etilēnamīns, hloretilamīns, etanolamīni (tai skaitā trietanolamīns)",1,0,"hr_job_hazard_1_6_6"
"hr_job_hazard_1_6_6_2","1.6.6.2.","Aromātiskie amīni, tai skaitā anilīns, toluidīns, benzidīns, naftilamīns, auramīns",1,0,"hr_job_hazard_1_6_6"
"hr_job_hazard_1_6_6_3","1.6.6.3.","Aromātiskās rindas nitrosavienojumi un nitrozosavienojumi, tai skaitā dinitrobenzols, dinitrofenols, trinitrotoluols",1,0,"hr_job_hazard_1_6_6"
"hr_job_hazard_1_7","1.7.","Hidrazīns un tā atvasinājumi",1,0,"hr_job_hazard_1"
"hr_job_hazard_1_8","1.8.","Fenoli un to atvasinājumi",1,0,"hr_job_hazard_1"
"hr_job_hazard_1_9","1.9.","Alkoholi, glikoli",,,"hr_job_hazard_1"
"hr_job_hazard_1_9_1","1.9.1.","Metanols",1,0,"hr_job_hazard_1_9"
"hr_job_hazard_1_9_2","1.9.2.","Butanoli, etanols, propanoli, pentanoli (amilalkoholi)",1,0,"hr_job_hazard_1_9"
"hr_job_hazard_1_9_3","1.9.3.","Etilēnglikols (etāndiols)",1,0,"hr_job_hazard_1_9"
"hr_job_hazard_1_10","1.10.","Ēteri, esteri, epoksīdsavienojumi",,,"hr_job_hazard_1"
"hr_job_hazard_1_10_1","1.10.1.","Dietilēteris, etilēnglikola ēteri (celosolvi), tai skaitā etilcelosolvs, metilcelosolvs",1,0,"hr_job_hazard_1_10"
"hr_job_hazard_1_10_2","1.10.2.","Esteri, tai skaitā etilacetāts, butilacetāts",1,0,"hr_job_hazard_1_10"
"hr_job_hazard_1_10_3","1.10.3.","Epoksīdi, tai skaitā epihlorhidrīns",1,0,"hr_job_hazard_1_10"
"hr_job_hazard_1_11","1.11.","Aldehīdi un ketoni",,,"hr_job_hazard_1"
"hr_job_hazard_1_11_1","1.11.1.","Formaldehīds un citi alifātiskie aldehīdi",1,0,"hr_job_hazard_1_11"
"hr_job_hazard_1_11_2","1.11.2.","Acetons, metiletilketons, metilizobutilketons, citi ketoni",1,0,"hr_job_hazard_1_11"
"hr_job_hazard_1_12","1.12.","Organiskās skābes, to atvasinājumi (amīdi, skābju anhidrīdi)",,,"hr_job_hazard_1"
"hr_job_hazard_1_12_1","1.12.1.","Skudrskābe, etiķskābe, oksālskābe",1,0,"hr_job_hazard_1_12"
"hr_job_hazard_1_12_2","1.12.2.","Akrilskābe un metakrilskābe, to esteri, nitrili",1,0,"hr_job_hazard_1_12"
"hr_job_hazard_1_12_3","1.12.3.","Etiķskābes un citu organisko skābju anhidrīdi",1,0,"hr_job_hazard_1_12"
"hr_job_hazard_1_12_4","1.12.4.","Ftālskābe un ftālskābes anhidrīds, to atvasinājumi",1,0,"hr_job_hazard_1_12"
"hr_job_hazard_1_12_5","1.12.5.","Skābju amīdi, tai skaitā dimetilformamīds, dimetilacetamīds",1,0,"hr_job_hazard_1_12"
"hr_job_hazard_1_13","1.13.","Dažādas ķīmiskās vielas",,,"hr_job_hazard_1"
"hr_job_hazard_1_13_1","1.13.1.","Ķīmiskie augu aizsardzības līdzekļi",1,0,"hr_job_hazard_1_13"
"hr_job_hazard_1_13_2","1.13.2.","Ārstniecības līdzekļi (izņemot antibiotikas, fermentu preparātus un biostimulatorus)",1,0,"hr_job_hazard_1_13"
"hr_job_hazard_1_13_2_1","1.13.2.1.","Antibiotikas",1,0,"hr_job_hazard_1_13_2"
"hr_job_hazard_1_13_2_2","1.13.2.2.","Fermentu preparāti un biostimulatori",1,0,"hr_job_hazard_1_13_2"
"hr_job_hazard_1_13_3","1.13.3.","Organiskās krāsvielas: azokrāsviela, antrahinon-krāsviela, ftalociāna un parafenilēndiamīnu (ursola) krāsvielas",1,0,"hr_job_hazard_1_13"
"hr_job_hazard_1_13_4","1.13.4.","Plastmasas, sintētiskie sveķi",,,"hr_job_hazard_1_13"
"hr_job_hazard_1_13_4_1","1.13.4.1.","Akrila materiāli",1,0,"hr_job_hazard_1_13_4"
"hr_job_hazard_1_13_4_2","1.13.4.2.","Epoksīdmateriāli",1,0,"hr_job_hazard_1_13_4"
"hr_job_hazard_1_13_4_3","1.13.4.3.","Formaldehīda sveķi, fenola — formaldehīda materiāli",1,0,"hr_job_hazard_1_13_4"
"hr_job_hazard_1_13_4_4","1.13.4.4.","Fluoroplasti (polimēri uz fluororganisko savienojumu bāzes)",1,0,"hr_job_hazard_1_13_4"
"hr_job_hazard_1_13_4_5","1.13.4.5.","Poliamīdi (polimēri uz aminoskābju un diamīnu bāzes)",1,0,"hr_job_hazard_1_13_4"
"hr_job_hazard_1_13_4_6","1.13.4.6.","Poliesteri (dikarbonskābju un daudzvērtīgo spirtu polimēr - atvasinājumi)",1,0,"hr_job_hazard_1_13_4"
"hr_job_hazard_1_13_4_7","1.13.4.7.","Polietilēns, polipropilēns",1,0,"hr_job_hazard_1_13_4"
"hr_job_hazard_1_13_4_8","1.13.4.8.","Polistiroli (polimēri uz stirola un tā atvasinājumu bāzes)",1,0,"hr_job_hazard_1_13_4"
"hr_job_hazard_1_13_4_9","1.13.4.9.","Poliuretāni (polimēri uz izocianātu bāzes)",1,0,"hr_job_hazard_1_13_4"
"hr_job_hazard_1_13_4_10","1.13.4.10.","Polivinilhlorīds (polimēri uz vinilhlorīda un vinilidēnhlorīda bāzes)",1,0,"hr_job_hazard_1_13_4"
"hr_job_hazard_1_13_4_11","1.13.4.11.","Sintētiskais kaučuks",1,0,"hr_job_hazard_1_13_4"
"hr_job_hazard_1_13_4_12","1.13.4.12.","Silīcija organiskie savienojumi un ieeļļotāji uz to bāzes",1,0,"hr_job_hazard_1_13_4"
"hr_job_hazard_1_14","1.14.","Sintētiskie mazgāšanas līdzekļi",1,0,"hr_job_hazard_1"
"hr_job_hazard_2","2","Putekļi",,,
"hr_job_hazard_2_1","2.1.","Abrazīvie putekļi un abrazīvus saturošie putekļi",1,1,"hr_job_hazard_2"
"hr_job_hazard_2_2","2.2.","Augu, tajā skaitā cukura, miltu, kafijas, šokolādes, un dzīvnieku, tajā skaitā dzīvnieku un putnu spalvu, u.c. organiskās izcelsmes putekļi",1,1,"hr_job_hazard_2"
"hr_job_hazard_2_3","2.3.","Metālu un to sakausējumu putekļi – ja darbā saskare ar metālu pulveriem",1,1,"hr_job_hazard_2"
"hr_job_hazard_2_4","2.4.","Metināšanas aerosoli, gāzes griešanas aerosols",1,1,"hr_job_hazard_2"
"hr_job_hazard_2_5","2.5.","Kaļķa un krīta putekļi",1,1,"hr_job_hazard_2"
"hr_job_hazard_2_6","2.6.","Oglekli un tā neorganiskos savienojumus saturošie putekļi, tai skaitā ogļu, grafīta, kvēpu, dimanta putekļi",1,1,"hr_job_hazard_2"
"hr_job_hazard_2_7","2.7.","Silīcija dioksīdu un silikātus saturošie putekļi",,,"hr_job_hazard_2"
"hr_job_hazard_2_7_1","2.7.1.","Silīcija dioksīdu saturošie putekļi",1,1,"hr_job_hazard_2_7"
"hr_job_hazard_2_7_2","2.7.2.","Silikātus saturošie putekļi, tajā skaitā stikla šķiedras, stikla un akmens vates putekļi, izņemot azbestu",1,1,"hr_job_hazard_2_7"
"hr_job_hazard_2_7_3","2.7.3.","Azbests",1,1,"hr_job_hazard_2_7"
"hr_job_hazard_3","3","Bioloģiskie faktori",,,
"hr_job_hazard_3_1","3.1.","Bioloģiskie faktori ar alergēnu īpašībām, tajā skaitā alergēni ārstēšanai un diagnostikai, asins preparāti, imunobioloģiskie preparāti",1,1,"hr_job_hazard_3"
"hr_job_hazard_3_2","3.2.","Bioloģiskie aģenti, kas var izraisīt inficēšanos, tajā skaitā 2., 3. un 4.grupas bioloģiskie aģenti (baktērijas, vīrusi, sēnes, parazīti)",1,0,"hr_job_hazard_3"
"hr_job_hazard_3_3","3.3.","Lateks izstrādājumi, tajā skaitā darbs izmantojot lateks cimdus",1,0,"hr_job_hazard_3"
"hr_job_hazard_4","4","Fizikālie faktori",,,
"hr_job_hazard_4_1","4.1.","Jonizējošais starojums (rentgenstarojums un gamma starojums); radioaktīvās vielas un jonizējošā starojuma avoti",1,0,"hr_job_hazard_4"
"hr_job_hazard_4_2","4.2.","Nejonizējošie starojumi",,,"hr_job_hazard_4"
"hr_job_hazard_4_2_1","4.2.1.","Mākslīgais optiskais starojums",,,"hr_job_hazard_4_2"
"hr_job_hazard_4_2_1_1","4.2.1.1.","Mākslīgais ultravioletais starojums (UV), tajā skaitā UV starojums, kas izdalās metināšanas procesā",1,0,"hr_job_hazard_4_2_1"
"hr_job_hazard_4_2_1_2","4.2.1.2.","Lāzera starojums",1,0,"hr_job_hazard_4_2_1"
"hr_job_hazard_4_2_1_3","4.2.1.3.","Cits mākslīgais optiskais starojums",1,0,"hr_job_hazard_4_2_1"
"hr_job_hazard_4_2_2","4.2.2.","Dabīgais starojums, ja darbs notiek tiešu saules staru ietekmē vairāk kā 50% no darba laika",1,0,"hr_job_hazard_4_2"
"hr_job_hazard_4_2_3","4.2.3.","Elektromagnētiskie lauki: radiofrekvenču un mikroviļņu starojums, zemas frekvences elektriskie un magnētiskie lauki",1,0,"hr_job_hazard_4_2"
"hr_job_hazard_4_3","4.3.","Atmosfēras spiediena izmaiņas",,,"hr_job_hazard_4"
"hr_job_hazard_4_3_1","4.3.1.","Paaugstināts atmosfēras spiediens darbā, kas saistīts ar ieniršanu zem ūdens līdz 12 metru dziļumam.",1,0,"hr_job_hazard_4_3"
"hr_job_hazard_4_3_2","4.3.2.","Paaugstināts atmosfēras spiediens darbā, kas saistīts ar ieniršanu zem ūdens 12 līdz 60 metru dziļumā.",1,0,"hr_job_hazard_4_3"
"hr_job_hazard_4_3_3","4.3.3.","Paaugstināts atmosfēras spiediens darbā, kas saistīts ar ieniršanu zem ūdens dziļāk par 60 metriem.",0.5,0,"hr_job_hazard_4_3"
"hr_job_hazard_4_3_4","4.3.4.","Pazemināts atmosfēras spiediens, kas līdzinās atmosfēras spiedienam 3000 m virs jūras līmeņa vai zemāks.",1,1,"hr_job_hazard_4_3"
"hr_job_hazard_4_4","4.4.","Temperatūras izmaiņas",,,"hr_job_hazard_4"
"hr_job_hazard_4_4_1","4.4.1.","Pazemināta temperatūra, kas zemāka par rekomendējamām temperatūrām konkrētai darba vietai, bet virs + 50 C",1,0,"hr_job_hazard_4_4"
"hr_job_hazard_4_4_2","4.4.2.","Pazemināta temperatūra zem + 50 C",1,0,"hr_job_hazard_4_4"
"hr_job_hazard_4_4_3","4.4.3.","Paaugstināta temperatūra, kas augstāka par rekomendējamām temperatūrām konkrētai darba vietai, bet zem + 390 C",1,0,"hr_job_hazard_4_4"
"hr_job_hazard_4_4_4","4.4.4.","Paaugstināta temperatūra virs + 390 C",1,0,"hr_job_hazard_4_4"
"hr_job_hazard_4_4_5","4.4.5.","Intensīvs siltuma izstarojums, ja darbs saistīts ar atrašanos tiešā siltuma izstarojuma ietekmē, tajā skaitā darbs karstajos cehos",1,0,"hr_job_hazard_4_4"
"hr_job_hazard_4_5","4.5.","Troksnis",1,0,"hr_job_hazard_4"
"hr_job_hazard_4_6","4.6.","Ultraskaņas kontaktpārraide uz rokām",1,0,"hr_job_hazard_4"
"hr_job_hazard_4_7","4.7.","Vibrācija",,,"hr_job_hazard_4"
"hr_job_hazard_4_7_1","4.7.1.","Rokas – plaukstas vibrācija",1,0,"hr_job_hazard_4_7"
"hr_job_hazard_4_7_2","4.7.2.","Visa ķermeņa vibrācija",1,0,"hr_job_hazard_4_7"
"hr_job_hazard_4_8","4.8.","Balss saišu aparāta pārslodze, ja darbs saistīts ar ilgstošu runāšanu paaugstinātā vai modificētā balsī vai dziedāšanu",1,0,"hr_job_hazard_4"
"hr_job_hazard_4_9","4.9.","Fiziskas pārslodzes",,,"hr_job_hazard_4"
"hr_job_hazard_4_9_1","4.9.1.","Smagumu pārvietošana bez mehāniskām palīgierīcēm, smaguma celšana un noturēšana",1,0,"hr_job_hazard_4_9"
"hr_job_hazard_4_9_2","4.9.2.","Atrašanās piespiedu pozā ilgāk kā 50% no darba laika, lokāls muskuļu sasprindzinājums, tajā skaitā darbs stāvot kājās",1,0,"hr_job_hazard_4_9"
"hr_job_hazard_4_9_3","4.9.3.","Biežas kustības, ātra pārvietošanās, kas prasa izteiktu fizisku piepūli ilgāk nekā 50 % no darba laika, tajā skaitā iešana, skriešana, braukšana ar velosipēdu",1,0,"hr_job_hazard_4_9"
"hr_job_hazard_4_9_4","4.9.4.","Bieža, periodiska, atkārtota noliekšanās ilgāk nekā 50 % no darba laika",1,0,"hr_job_hazard_4_9"
"hr_job_hazard_4_9_5","4.9.5.","Biežas, monotonas, atkārtotas kustības; darbs, kas saistīts ar ilgstošu un intensīvu lokālu muskuļu sasprindzinājumu, tajā skaitā darbs ar rokām un rokas instrumentiem ilgāk nekā 50 % no darba laika",1,0,"hr_job_hazard_4_9"
"hr_job_hazard_4_10","4.10.","Paaugstināts redzes sasprindzinājums, tajā skaitā darbs ar mikroskopu, sīku detaļu saskatīšana",3,0,"hr_job_hazard_4"
"hr_job_hazard_4_11","4.11.","Darbs ar datoru (darbs ar displejiem un darbstacijām)",3,0,"hr_job_hazard_4"
"hr_job_hazard_5","5","Psihoemocionālie faktori",,,
"hr_job_hazard_5_1","5.1.","Nakts darbs",1,0,"hr_job_hazard_5"
"hr_job_hazard_5_2","5.2.","Paaugstināta atbildība, bieža tādu svarīgu lēmumu pieņemšana, kas var būtiski ietekmēt cilvēka dzīvību vai veselību vai daudzu cilvēku dzīves kvalitāti, atbildība par lielām materiālām vērtībām",1,0,"hr_job_hazard_5"
"hr_job_hazard_5_3","5.3.","Cits augsts psihoemocionālais stress darbā, tajā skaitā psihoemocionāla pārslodze",1,0,"hr_job_hazard_5"
"hr_job_hazard_6","6","Citi darba vides riska faktori",,,
"hr_job_hazard_6_1","6.1.","Darbs, kas saistīts ar dzirdes sasprindzināšanu, kad skaņa tiek novadīta tieši ausī (audio austiņu lietošana)",1,0,"hr_job_hazard_6"
"hr_job_hazard_6_2","6.2.","Darbs, kas saistīts ar saldu, skābu pārtikas produktu iedarbību uz zobu emalju, tajā skaitā vīnu, saldumu degustācija",1,0,"hr_job_hazard_6"
"hr_job_hazard_6_3","6.3.","Citi iepriekš neminēti darba vides kaitīgie faktori",1,0,"hr_job_hazard_6"
